Country,Commodity,Measure,Unit of measure,Year,Value
Canada,Roots and tubers,Area harvested,Hectares,2020,131.9831
Canada,Cottonseed,Exports,Tonnes,2020,0.01
Canada,Wheat,Production,Tonnes,2020,35188.1809
Canada,Roots and tubers,Production,Tonnes,2020,965.8789
Canada,Cottonseed,Area harvested,Hectares,2020,0
Canada,Wheat,Area harvested,Hectares,2020,10018.3436
Canada,Wheat,Exports,Tonnes,2020,25131.7199
Canada,Roots and tubers,Exports,Tonnes,2020,381.4818
Canada,Cottonseed,Production,Tonnes,2021,0
Canada,Roots and tubers,Area harvested,Hectares,2021,131.3232
Canada,Cottonseed,Exports,Tonnes,2021,0.01
Canada,Wheat,Production,Tonnes,2021,34110.1332
Canada,Roots and tubers,Production,Tonnes,2021,969.6989
Canada,Cottonseed,Area harvested,Hectares,2021,0
Canada,Wheat,Area harvested,Hectares,2021,10062.0081
Canada,Wheat,Exports,Tonnes,2021,26109.6533
Canada,Roots and tubers,Exports,Tonnes,2021,384.0573
Canada,Cottonseed,Production,Tonnes,2022,0
Canada,Roots and tubers,Area harvested,Hectares,2022,132.1856
Canada,Cottonseed,Exports,Tonnes,2022,0.01
Canada,Wheat,Production,Tonnes,2022,34953.0129
Canada,Roots and tubers,Production,Tonnes,2022,985.6849
Canada,Cottonseed,Area harvested,Hectares,2022,0
Canada,Wheat,Area harvested,Hectares,2022,10010.8853
Canada,Wheat,Exports,Tonnes,2022,26419.4065
Canada,Roots and tubers,Exports,Tonnes,2022,391.4378
Canada,Cottonseed,Production,Tonnes,2023,0
Canada,Roots and tubers,Area harvested,Hectares,2023,130.3468
Canada,Cottonseed,Exports,Tonnes,2023,0.01
Canada,Wheat,Production,Tonnes,2023,35348.4659
Canada,Roots and tubers,Production,Tonnes,2023,980.045
Canada,Cottonseed,Area harvested,Hectares,2023,0
Canada,Wheat,Area harvested,Hectares,2023,10017.4506
Canada,Wheat,Exports,Tonnes,2023,26402.4372
Canada,Roots and tubers,Exports,Tonnes,2023,385.2622
Canada,Cottonseed,Production,Tonnes,2024,0
Canada,Roots and tubers,Area harvested,Hectares,2024,129.6626
Canada,Cottonseed,Exports,Tonnes,2024,0.01
Canada,Wheat,Production,Tonnes,2024,35974.6981
Canada,Roots and tubers,Production,Tonnes,2024,983.4615
Canada,Cottonseed,Area harvested,Hectares,2024,0
Canada,Wheat,Area harvested,Hectares,2024,10096.2411
Canada,Wheat,Exports,Tonnes,2024,26856.3227
Canada,Roots and tubers,Exports,Tonnes,2024,385.5949
Canada,Cottonseed,Production,Tonnes,2025,0
Canada,Roots and tubers,Area harvested,Hectares,2025,128.3198
Canada,Cottonseed,Exports,Tonnes,2025,0.01
Canada,Cottonseed,Area harvested,Hectares,2025,0
Canada,Wheat,Production,Tonnes,2025,36129.1324
Canada,Roots and tubers,Production,Tonnes,2025,981.9531
Canada,Wheat,Area harvested,Hectares,2025,10044.3836
Canada,Wheat,Exports,Tonnes,2025,27143.8495
Canada,Roots and tubers,Exports,Tonnes,2025,383.5882
Canada,Cottonseed,Production,Tonnes,2026,0
Canada,Roots and tubers,Area harvested,Hectares,2026,128.2484
Canada,Cottonseed,Exports,Tonnes,2026,0.01
Canada,Wheat,Production,Tonnes,2026,36372.4307
Canada,Roots and tubers,Production,Tonnes,2026,990.5047
Canada,Cottonseed,Area harvested,Hectares,2026,0
Canada,Wheat,Area harvested,Hectares,2026,10011.7469
Canada,Wheat,Exports,Tonnes,2026,27234.3983
Canada,Roots and tubers,Exports,Tonnes,2026,386.9002
Canada,Roots and tubers,Area harvested,Hectares,2027,127.2576
Canada,Cottonseed,Exports,Tonnes,2027,0.01
Canada,Wheat,Production,Tonnes,2027,36641.7811
Canada,Roots and tubers,Production,Tonnes,2027,991.4785
Canada,Wheat,Area harvested,Hectares,2027,9983.9145
Canada,Wheat,Exports,Tonnes,2027,27290.312
Canada,Roots and tubers,Exports,Tonnes,2027,386.2122
Canada,Cottonseed,Production,Tonnes,2027,0
Canada,Cottonseed,Area harvested,Hectares,2027,0
Canada,Cottonseed,Production,Tonnes,2028,0
Canada,Roots and tubers,Area harvested,Hectares,2028,126.856
Canada,Cottonseed,Exports,Tonnes,2028,0.01
Canada,Wheat,Production,Tonnes,2028,37097.2333
Canada,Roots and tubers,Production,Tonnes,2028,997.4491
Canada,Cottonseed,Area harvested,Hectares,2028,0
Canada,Wheat,Area harvested,Hectares,2028,10007.0366
Canada,Wheat,Exports,Tonnes,2028,27608.5995
Canada,Roots and tubers,Exports,Tonnes,2028,388.0213
Canada,Cottonseed,Production,Tonnes,2029,0
Canada,Cottonseed,Exports,Tonnes,2029,0.01
Canada,Wheat,Production,Tonnes,2029,37525.385
Canada,Roots and tubers,Production,Tonnes,2029,997.3781
Canada,Cottonseed,Area harvested,Hectares,2029,0
Canada,Wheat,Area harvested,Hectares,2029,10021.4527
Canada,Wheat,Exports,Tonnes,2029,27838.1629
Canada,Roots and tubers,Exports,Tonnes,2029,386.7919
Canada,Roots and tubers,Area harvested,Hectares,2029,125.7302
Canada,Cottonseed,Production,Tonnes,2030,0
Canada,Roots and tubers,Area harvested,Hectares,2030,125.5656
Canada,Wheat,Production,Tonnes,2030,37844.4756
Canada,Roots and tubers,Production,Tonnes,2030,1005.2408
Canada,Cottonseed,Area harvested,Hectares,2030,0
Canada,Wheat,Area harvested,Hectares,2030,10007.5653
Canada,Wheat,Exports,Tonnes,2030,28035.8793
Canada,Roots and tubers,Exports,Tonnes,2030,389.6538
Canada,Cottonseed,Exports,Tonnes,2030,0.01
Chile,Cottonseed,Exports,Tonnes,2015,0.0001
Chile,Cottonseed,Area harvested,Hectares,2015,0.0001
Chile,Wheat,Exports,Tonnes,2015,0.0001
Chile,Wheat,Area harvested,Hectares,2015,285
Chile,Roots and tubers,Area harvested,Hectares,2015,51.902
Chile,Roots and tubers,Production,Tonnes,2015,249.7613
Chile,Cottonseed,Production,Tonnes,2015,0.0001
Chile,Roots and tubers,Exports,Tonnes,2015,0.4273
Chile,Wheat,Production,Tonnes,2015,1731.9001
Chile,Cottonseed,Exports,Tonnes,2016,0.0001
Chile,Cottonseed,Area harvested,Hectares,2016,0.0001
Chile,Wheat,Exports,Tonnes,2016,0.0001
Chile,Wheat,Area harvested,Hectares,2016,225
Chile,Roots and tubers,Area harvested,Hectares,2016,54.861
Chile,Roots and tubers,Production,Tonnes,2016,257.2542
Chile,Cottonseed,Production,Tonnes,2016,0.0001
Chile,Roots and tubers,Exports,Tonnes,2016,0.4146
Chile,Wheat,Production,Tonnes,2016,1349
Chile,Cottonseed,Exports,Tonnes,2017,0.0001
Chile,Cottonseed,Area harvested,Hectares,2017,0.0001
Chile,Wheat,Exports,Tonnes,2017,1.2969
Chile,Wheat,Area harvested,Hectares,2017,236
Chile,Roots and tubers,Area harvested,Hectares,2017,55.331
Chile,Roots and tubers,Production,Tonnes,2017,264.9718
Chile,Cottonseed,Production,Tonnes,2017,0.0001
Chile,Roots and tubers,Exports,Tonnes,2017,0.4022
Chile,Wheat,Production,Tonnes,2017,1469
Chile,Cottonseed,Exports,Tonnes,2018,0.0001
Chile,Cottonseed,Area harvested,Hectares,2018,0.0001
Chile,Wheat,Exports,Tonnes,2018,2.0962
Chile,Wheat,Area harvested,Hectares,2018,222.7
Chile,Roots and tubers,Area harvested,Hectares,2018,42.503
Chile,Roots and tubers,Production,Tonnes,2018,272.9209
Chile,Cottonseed,Production,Tonnes,2018,0.0001
Chile,Roots and tubers,Exports,Tonnes,2018,0.3902
Chile,Wheat,Production,Tonnes,2018,1399.919
Chile,Cottonseed,Exports,Tonnes,2019,0.0001
Chile,Cottonseed,Area harvested,Hectares,2019,0.0001
Chile,Wheat,Exports,Tonnes,2019,0.0001
Chile,Wheat,Area harvested,Hectares,2019,205
Chile,Roots and tubers,Area harvested,Hectares,2019,41.2643
Chile,Roots and tubers,Production,Tonnes,2019,281.1086
Chile,Cottonseed,Production,Tonnes,2019,0.0001
Chile,Roots and tubers,Exports,Tonnes,2019,0.3786
Chile,Wheat,Production,Tonnes,2019,1230.9
Chile,Cottonseed,Exports,Tonnes,2020,0.0001
Chile,Cottonseed,Area harvested,Hectares,2020,0.0001
Chile,Wheat,Exports,Tonnes,2020,0.0001
Chile,Wheat,Area harvested,Hectares,2020,217.4
Chile,Roots and tubers,Area harvested,Hectares,2020,40.0616
Chile,Roots and tubers,Production,Tonnes,2020,289.5418
Chile,Cottonseed,Production,Tonnes,2020,0.0001
Chile,Roots and tubers,Exports,Tonnes,2020,0.3673
Chile,Wheat,Production,Tonnes,2020,1300
Chile,Cottonseed,Exports,Tonnes,2021,0.0001
Chile,Cottonseed,Area harvested,Hectares,2021,0.0001
Chile,Wheat,Exports,Tonnes,2021,0.0001
Chile,Wheat,Area harvested,Hectares,2021,218.8521
Chile,Roots and tubers,Area harvested,Hectares,2021,39.8167
Chile,Roots and tubers,Production,Tonnes,2021,280.7193
Chile,Cottonseed,Production,Tonnes,2021,0.0001
Chile,Roots and tubers,Exports,Tonnes,2021,0.3616
Chile,Wheat,Production,Tonnes,2021,1315.2257
Chile,Cottonseed,Exports,Tonnes,2022,0.0001
Chile,Cottonseed,Area harvested,Hectares,2022,0.0001
Chile,Wheat,Exports,Tonnes,2022,0.0001
Chile,Wheat,Area harvested,Hectares,2022,214.57
Chile,Roots and tubers,Area harvested,Hectares,2022,39.4164
Chile,Roots and tubers,Production,Tonnes,2022,281.2125
Chile,Cottonseed,Production,Tonnes,2022,0.0001
Chile,Roots and tubers,Exports,Tonnes,2022,0.3601
Chile,Wheat,Production,Tonnes,2022,1295.7978
Chile,Cottonseed,Exports,Tonnes,2023,0.0001
Chile,Cottonseed,Area harvested,Hectares,2023,0.0001
Chile,Wheat,Exports,Tonnes,2023,0.0001
Chile,Wheat,Area harvested,Hectares,2023,214.4257
Chile,Roots and tubers,Area harvested,Hectares,2023,39.0669
Chile,Roots and tubers,Production,Tonnes,2023,283.6999
Chile,Cottonseed,Production,Tonnes,2023,0.0001
Chile,Roots and tubers,Exports,Tonnes,2023,0.3601
Chile,Wheat,Production,Tonnes,2023,1303.0922
Chile,Cottonseed,Exports,Tonnes,2024,0.0001
Chile,Cottonseed,Area harvested,Hectares,2024,0.0001
Chile,Wheat,Exports,Tonnes,2024,0.0001
Chile,Wheat,Area harvested,Hectares,2024,213.5812
Chile,Roots and tubers,Area harvested,Hectares,2024,38.6936
Chile,Roots and tubers,Production,Tonnes,2024,285.1983
Chile,Cottonseed,Production,Tonnes,2024,0.0001
Chile,Roots and tubers,Exports,Tonnes,2024,0.3596
Chile,Wheat,Production,Tonnes,2024,1303.9222
Chile,Cottonseed,Exports,Tonnes,2025,0.0001
Chile,Cottonseed,Area harvested,Hectares,2025,0.0001
Chile,Wheat,Exports,Tonnes,2025,0.0001
Chile,Wheat,Area harvested,Hectares,2025,211.5869
Chile,Roots and tubers,Area harvested,Hectares,2025,38.3427
Chile,Roots and tubers,Production,Tonnes,2025,286.9849
Chile,Cottonseed,Production,Tonnes,2025,0.0001
Chile,Roots and tubers,Exports,Tonnes,2025,0.3593
Chile,Wheat,Production,Tonnes,2025,1296.8653
Chile,Cottonseed,Exports,Tonnes,2026,0.0001
Chile,Cottonseed,Area harvested,Hectares,2026,0.0001
Chile,Wheat,Exports,Tonnes,2026,0.0001
Chile,Wheat,Area harvested,Hectares,2026,211.1626
Chile,Roots and tubers,Area harvested,Hectares,2026,38.0762
Chile,Roots and tubers,Production,Tonnes,2026,289.5088
Chile,Cottonseed,Production,Tonnes,2026,0.0001
Chile,Roots and tubers,Exports,Tonnes,2026,0.3589
Chile,Wheat,Production,Tonnes,2026,1300.714
Chile,Cottonseed,Exports,Tonnes,2027,0.0001
Chile,Cottonseed,Area harvested,Hectares,2027,0.0001
Chile,Wheat,Exports,Tonnes,2027,0.0001
Chile,Wheat,Area harvested,Hectares,2027,211.4488
Chile,Roots and tubers,Area harvested,Hectares,2027,37.8105
Chile,Roots and tubers,Production,Tonnes,2027,291.6202
Chile,Cottonseed,Production,Tonnes,2027,0.0001
Chile,Roots and tubers,Exports,Tonnes,2027,0.3584
Chile,Wheat,Production,Tonnes,2027,1309.5016
Chile,Cottonseed,Exports,Tonnes,2028,0.0001
Chile,Cottonseed,Area harvested,Hectares,2028,0.0001
Chile,Wheat,Exports,Tonnes,2028,0.0001
Chile,Wheat,Area harvested,Hectares,2028,211.5339
Chile,Roots and tubers,Area harvested,Hectares,2028,37.5691
Chile,Roots and tubers,Production,Tonnes,2028,294.0721
Chile,Cottonseed,Production,Tonnes,2028,0.0001
Chile,Roots and tubers,Exports,Tonnes,2028,0.3579
Chile,Wheat,Production,Tonnes,2028,1316.833
Chile,Cottonseed,Exports,Tonnes,2029,0.0001
Chile,Cottonseed,Area harvested,Hectares,2029,0.0001
Chile,Wheat,Exports,Tonnes,2029,0.0001
Chile,Wheat,Area harvested,Hectares,2029,211.6112
Chile,Roots and tubers,Area harvested,Hectares,2029,37.3374
Chile,Roots and tubers,Production,Tonnes,2029,296.5052
Chile,Cottonseed,Production,Tonnes,2029,0.0001
Chile,Roots and tubers,Exports,Tonnes,2029,0.3574
Chile,Wheat,Production,Tonnes,2029,1324.1666
Chile,Cottonseed,Exports,Tonnes,2030,0.0001
Chile,Cottonseed,Area harvested,Hectares,2030,0.0001
Chile,Wheat,Exports,Tonnes,2030,0.0001
Chile,Wheat,Area harvested,Hectares,2030,211.3774
Chile,Roots and tubers,Area harvested,Hectares,2030,37.1126
Chile,Roots and tubers,Production,Tonnes,2030,299.1183
Chile,Cottonseed,Production,Tonnes,2030,0.0001
Chile,Roots and tubers,Exports,Tonnes,2030,0.3568
Chile,Wheat,Production,Tonnes,2030,1329.0881
China,Roots and tubers,Area harvested,Hectares,2015,7693.4702
China,Cottonseed,Area harvested,Hectares,2015,3413
China,Wheat,Production,Tonnes,2015,132639
China,Cottonseed,Production,Tonnes,2015,5200
China,Roots and tubers,Exports,Tonnes,2015,144.9046
China,Roots and tubers,Production,Tonnes,2015,40669.2473
China,Wheat,Area harvested,Hectares,2015,24596
China,Cottonseed,Exports,Tonnes,2015,27.867
China,Wheat,Exports,Tonnes,2015,157
China,Roots and tubers,Area harvested,Hectares,2016,7632.3081
China,Cottonseed,Area harvested,Hectares,2016,3100
China,Wheat,Production,Tonnes,2016,133271
China,Cottonseed,Production,Tonnes,2016,4900
China,Roots and tubers,Exports,Tonnes,2016,144.0526
China,Roots and tubers,Production,Tonnes,2016,41357.4221
China,Wheat,Area harvested,Hectares,2016,24694
China,Cottonseed,Exports,Tonnes,2016,13.179
China,Wheat,Exports,Tonnes,2016,138
China,Roots and tubers,Area harvested,Hectares,2017,7567.5869
China,Cottonseed,Area harvested,Hectares,2017,3350
China,Wheat,Production,Tonnes,2017,134334
China,Cottonseed,Production,Tonnes,2017,5890
China,Roots and tubers,Exports,Tonnes,2017,143.1848
China,Roots and tubers,Production,Tonnes,2017,42057.2418
China,Wheat,Area harvested,Hectares,2017,24508
China,Cottonseed,Exports,Tonnes,2017,29.611
China,Wheat,Exports,Tonnes,2017,386
China,Roots and tubers,Area harvested,Hectares,2018,7578.0562
China,Cottonseed,Area harvested,Hectares,2018,3354.41
China,Wheat,Production,Tonnes,2018,131443
China,Cottonseed,Production,Tonnes,2018,6102.8
China,Roots and tubers,Exports,Tonnes,2018,142.3017
China,Roots and tubers,Production,Tonnes,2018,42768.9033
China,Wheat,Area harvested,Hectares,2018,24266
China,Cottonseed,Exports,Tonnes,2018,38
China,Wheat,Exports,Tonnes,2018,368
China,Roots and tubers,Area harvested,Hectares,2019,7476.6675
China,Cottonseed,Area harvested,Hectares,2019,3339
China,Wheat,Production,Tonnes,2019,133596
China,Cottonseed,Production,Tonnes,2019,5889
China,Roots and tubers,Exports,Tonnes,2019,141.4037
China,Roots and tubers,Production,Tonnes,2019,43492.607
China,Wheat,Area harvested,Hectares,2019,23727
China,Cottonseed,Exports,Tonnes,2019,50
China,Wheat,Exports,Tonnes,2019,300
China,Roots and tubers,Area harvested,Hectares,2020,7376.6357
China,Cottonseed,Area harvested,Hectares,2020,3169.9
China,Wheat,Production,Tonnes,2020,134250
China,Cottonseed,Production,Tonnes,2020,5910
China,Roots and tubers,Exports,Tonnes,2020,140.4912
China,Roots and tubers,Production,Tonnes,2020,44228.5567
China,Wheat,Area harvested,Hectares,2020,23380
China,Cottonseed,Exports,Tonnes,2020,50
China,Wheat,Exports,Tonnes,2020,250
China,Roots and tubers,Area harvested,Hectares,2021,7339.7526
China,Cottonseed,Area harvested,Hectares,2021,3194.945
China,Wheat,Production,Tonnes,2021,130570.6372
China,Cottonseed,Production,Tonnes,2021,5924.7448
China,Roots and tubers,Exports,Tonnes,2021,143.884
China,Roots and tubers,Production,Tonnes,2021,44491.4955
China,Wheat,Area harvested,Hectares,2021,23330.9188
China,Cottonseed,Exports,Tonnes,2021,49.2233
China,Wheat,Exports,Tonnes,2021,233.1918
China,Roots and tubers,Area harvested,Hectares,2022,7333.2498
China,Cottonseed,Area harvested,Hectares,2022,3190.1239
China,Wheat,Production,Tonnes,2022,130776.3302
China,Cottonseed,Production,Tonnes,2022,5947.2816
China,Roots and tubers,Exports,Tonnes,2022,143.7712
China,Roots and tubers,Production,Tonnes,2022,44976.6112
China,Wheat,Area harvested,Hectares,2022,23275.373
China,Cottonseed,Exports,Tonnes,2022,49.226
China,Wheat,Exports,Tonnes,2022,225.4415
China,Roots and tubers,Area harvested,Hectares,2023,7280.355
China,Cottonseed,Area harvested,Hectares,2023,3183.7682
China,Wheat,Production,Tonnes,2023,131153.5321
China,Cottonseed,Production,Tonnes,2023,5967.1892
China,Roots and tubers,Exports,Tonnes,2023,141.772
China,Roots and tubers,Production,Tonnes,2023,45115.7208
China,Wheat,Area harvested,Hectares,2023,23230.9243
China,Cottonseed,Exports,Tonnes,2023,49.5842
China,Wheat,Exports,Tonnes,2023,207.7682
China,Roots and tubers,Area harvested,Hectares,2024,7238.8941
China,Cottonseed,Area harvested,Hectares,2024,3179.0404
China,Wheat,Production,Tonnes,2024,131437.0188
China,Cottonseed,Production,Tonnes,2024,5991.5922
China,Roots and tubers,Exports,Tonnes,2024,144.4582
China,Roots and tubers,Production,Tonnes,2024,45340.9392
China,Wheat,Area harvested,Hectares,2024,23201.2878
China,Cottonseed,Exports,Tonnes,2024,49.6202
China,Wheat,Exports,Tonnes,2024,199.7222
China,Roots and tubers,Production,Tonnes,2025,45488.8289
China,Cottonseed,Exports,Tonnes,2025,49.6053
China,Roots and tubers,Area harvested,Hectares,2025,7184.0519
China,Cottonseed,Area harvested,Hectares,2025,3175.7604
China,Wheat,Production,Tonnes,2025,131816.7139
China,Cottonseed,Production,Tonnes,2025,6019.0105
China,Roots and tubers,Exports,Tonnes,2025,148.0406
China,Wheat,Area harvested,Hectares,2025,23176.7172
China,Wheat,Exports,Tonnes,2025,201.9113
China,Roots and tubers,Area harvested,Hectares,2026,7158.3248
China,Cottonseed,Area harvested,Hectares,2026,3174.0115
China,Wheat,Production,Tonnes,2026,132188.6463
China,Cottonseed,Production,Tonnes,2026,6049.9482
China,Roots and tubers,Exports,Tonnes,2026,152.5776
China,Roots and tubers,Production,Tonnes,2026,45836.164
China,Wheat,Area harvested,Hectares,2026,23150.1029
China,Cottonseed,Exports,Tonnes,2026,49.5758
China,Wheat,Exports,Tonnes,2026,207.6835
China,Roots and tubers,Area harvested,Hectares,2027,7120.7584
China,Cottonseed,Area harvested,Hectares,2027,3172.3473
China,Wheat,Production,Tonnes,2027,132533.8897
China,Cottonseed,Production,Tonnes,2027,6081.2857
China,Roots and tubers,Exports,Tonnes,2027,157.1415
China,Roots and tubers,Production,Tonnes,2027,46088.0756
China,Wheat,Area harvested,Hectares,2027,23119.5216
China,Cottonseed,Exports,Tonnes,2027,49.8351
China,Wheat,Exports,Tonnes,2027,210.0665
China,Roots and tubers,Area harvested,Hectares,2028,7094.0776
China,Cottonseed,Area harvested,Hectares,2028,3171.1692
China,Wheat,Production,Tonnes,2028,132878.2604
China,Cottonseed,Production,Tonnes,2028,6114.3494
China,Roots and tubers,Exports,Tonnes,2028,162.0979
China,Roots and tubers,Production,Tonnes,2028,46429.0056
China,Wheat,Area harvested,Hectares,2028,23087.1173
China,Cottonseed,Exports,Tonnes,2028,50.2504
China,Wheat,Exports,Tonnes,2028,212.2372
China,Roots and tubers,Area harvested,Hectares,2029,7050.2783
China,Cottonseed,Area harvested,Hectares,2029,3170.8632
China,Wheat,Production,Tonnes,2029,133200.7475
China,Cottonseed,Production,Tonnes,2029,6150.2124
China,Roots and tubers,Exports,Tonnes,2029,166.8065
China,Wheat,Area harvested,Hectares,2029,23050.7674
China,Wheat,Exports,Tonnes,2029,210.8786
China,Roots and tubers,Production,Tonnes,2029,46644.9278
China,Cottonseed,Exports,Tonnes,2029,50.6163
China,Roots and tubers,Area harvested,Hectares,2030,7021.3225
China,Cottonseed,Area harvested,Hectares,2030,3171.7274
China,Wheat,Production,Tonnes,2030,133533.6935
China,Cottonseed,Production,Tonnes,2030,6189.0021
China,Roots and tubers,Exports,Tonnes,2030,172.5003
China,Roots and tubers,Production,Tonnes,2030,46973.1254
China,Wheat,Area harvested,Hectares,2030,23016.018
China,Cottonseed,Exports,Tonnes,2030,50.8723
China,Wheat,Exports,Tonnes,2030,209.6699
Colombia,Roots and tubers,Production,Tonnes,2015,1254.216
Colombia,Wheat,Area harvested,Hectares,2015,5.01
Colombia,Wheat,Production,Tonnes,2015,8.93
Colombia,Cottonseed,Production,Tonnes,2015,12.927
Colombia,Cottonseed,Exports,Tonnes,2015,1
Colombia,Cottonseed,Area harvested,Hectares,2015,17.484
Colombia,Wheat,Exports,Tonnes,2015,1.2991
Colombia,Roots and tubers,Area harvested,Hectares,2015,422.683
Colombia,Roots and tubers,Exports,Tonnes,2015,1.6978
Colombia,Roots and tubers,Production,Tonnes,2016,1284.6036
Colombia,Wheat,Area harvested,Hectares,2016,6.9
Colombia,Wheat,Production,Tonnes,2016,23.097
Colombia,Cottonseed,Production,Tonnes,2016,7.99
Colombia,Cottonseed,Exports,Tonnes,2016,1.075
